"","Har48hVsNaive_unique","NoHar48hVsNaive_unique","Har48hVsNaive_NoHar48hVsNaive_intersection"
"2889",NA,NA,"Fosl1"
"2890",NA,NA,"Tmem170b"
"2891",NA,NA,"Mrpl27"
"2892",NA,NA,"Ormdl2"
"2893",NA,NA,"Fry"
"2894",NA,NA,"Gk"
"2895",NA,NA,"Pecr"
"2896",NA,NA,"Ldlrad4"
"2897",NA,NA,"Katnbl1"
"2898",NA,NA,"Pcyox1"
"2899",NA,NA,"Palm3"
"2900",NA,NA,"Pcnt"
"2901",NA,NA,"Brwd1"
"2902",NA,NA,"Ccdc184"
"2903",NA,NA,"Uchl1"
"2904",NA,NA,"Tmem121b"
"2905",NA,NA,"Ring1"
"2906",NA,NA,"Erlin2"
"2907",NA,NA,"Eno3"
"2908",NA,NA,"Robo3"
"2909",NA,NA,"Zswim8"
"2910",NA,NA,"Igfbp7"
"2911",NA,NA,"Pex7"
"2912",NA,NA,"Scrn2"
"2913",NA,NA,"Flna"
"2914",NA,NA,"Cnr2"
"2915",NA,NA,"Smad5"
"2916",NA,NA,"Erlin1"
"2917",NA,NA,"Ccr3"
"2918",NA,NA,"Usp53"
"2919",NA,NA,"Fbxo11"
"2920",NA,NA,"Uvssa"
"2921",NA,NA,"Pdgfa"
"2922",NA,NA,"Fam216a"
"2923",NA,NA,"Cluh"
"2924",NA,NA,"Plxdc1"
"2925",NA,NA,"Sytl1"
"2926",NA,NA,"Myl9"
"2927",NA,NA,"Stard13"
"2928",NA,NA,"Kcnk5"
"2929",NA,NA,"Klrg1"
"2930",NA,NA,"Dennd10"
"2931",NA,NA,"Gfer"
"2932",NA,NA,"Lamc2"
"2933",NA,NA,"Kdm3a"
"2934",NA,NA,"Gbp11"
"2935",NA,NA,"Zfp687"
"2936",NA,NA,"Taf8"
"2937",NA,NA,"Retreg3"
"2938",NA,NA,"Tsen34"
"2939",NA,NA,"Zc3h11a"
"2940",NA,NA,"Zfp296"
"2941",NA,NA,"Mtmr12"
"2942",NA,NA,"Ttc9c"
"2943",NA,NA,"Abcg3"
"2944",NA,NA,"Klf4"
"2945",NA,NA,"Ero1b"
"2946",NA,NA,"Mcoln1"
"2947",NA,NA,"Cmc2"
"2948",NA,NA,"Sirt6"
"2949",NA,NA,"Klra9"
"2950",NA,NA,"Nfatc2"
"2951",NA,NA,"Mturn"
"2952",NA,NA,"Pou6f1"
"2953",NA,NA,"Lrrc32"
"2954",NA,NA,"Epm2aip1"
"2955",NA,NA,"Gsta4"
"2956",NA,NA,"Ifi207"
"2957",NA,NA,"Letm2"
"2958",NA,NA,"Cd200r4"
"2959",NA,NA,"Etnk1"
"2960",NA,NA,"Narf"
"2961",NA,NA,"Map3k8"
"2962",NA,NA,"Bicral"
"2963",NA,NA,"Mrpl55"
"2964",NA,NA,"Mtg1"
"2965",NA,NA,"Rmnd1"
"2966",NA,NA,"D630045J12Rik"
"2967",NA,NA,"Utp11"
"2968",NA,NA,"Sinhcaf"
"2969",NA,NA,"Pigf"
"2970",NA,NA,"Ccdc69"
"2971",NA,NA,"Mapk8ip3"
"2972",NA,NA,"Slc35d3"
"2973",NA,NA,"Plekha1"
"2974",NA,NA,"Rbm43"
"2975",NA,NA,"Nlk"
"2976",NA,NA,"Cenpv"
"2977",NA,NA,"Arid2"
"2978",NA,NA,"Emc9"
"2979",NA,NA,"Baiap2"
"2980",NA,NA,"Klhdc10"
"2981",NA,NA,"Pdk2"
"2982",NA,NA,"Antxr2"
"2983",NA,NA,"Rnf39"
"2984",NA,NA,"Slc1a4"
"2985",NA,NA,"Zfp386"
"2986",NA,NA,"Tbc1d4"
"2987",NA,NA,"Zfp653"
"2988",NA,NA,"Sec61a2"
"2989",NA,NA,"Tmem106c"
"2990",NA,NA,"Axl"
"2991",NA,NA,"Gm10131"
"2992",NA,NA,"Vangl1"
"2993",NA,NA,"Vcl"
"2994",NA,NA,"A630001G21Rik"
"2995",NA,NA,"Vps13c"
"2996",NA,NA,"Adcy3"
"2997",NA,NA,"Vegfb"
"2998",NA,NA,"Gatc"
"2999",NA,NA,"Parp4"
"3000",NA,NA,"Fam83d"
"3001",NA,NA,"Slc39a14"
"3002",NA,NA,"Eda2r"
"3003",NA,NA,"Sgsh"
"3004",NA,NA,"Nedd9"
"3005",NA,NA,"Cdon"
"3006",NA,NA,"Pfdn5"
"3007",NA,NA,"Rnf122"
"3008",NA,NA,"Taf9b"
"3009",NA,NA,"E2f3"
"3010",NA,NA,"Mindy3"
"3011",NA,NA,"Ccdc186"
"3012",NA,NA,"Car1"
"3013",NA,NA,"H4c9"
"3014",NA,NA,"Prepl"
"3015",NA,NA,"2700097O09Rik"
"3016",NA,NA,"Kctd9"
"3017",NA,NA,"Tmed1"
"3018",NA,NA,"Gins3"
"3019",NA,NA,"Furin"
"3020",NA,NA,"Afap1"
"3021",NA,NA,"Leng9"
"3022",NA,NA,"Serpinb6b"
"3023",NA,NA,"Wdr44"
"3024",NA,NA,"Hp"
"3025",NA,NA,"Ap3s2"
"3026",NA,NA,"Mpp3"
"3027",NA,NA,"Prkcz"
"3028",NA,NA,"Dpm1"
"3029",NA,NA,"Nrp1"
"3030",NA,NA,"Gga1"
"3031",NA,NA,"Specc1l"
"3032",NA,NA,"Ccdc171"
"3033",NA,NA,"Tle3"
"3034",NA,NA,"Slc22a2"
"3035",NA,NA,"Slf1"
"3036",NA,NA,"Trbv12-1"
"3037",NA,NA,"Ephb6"
"3038",NA,NA,"Cyp4f18"
"3039",NA,NA,"Slc41a3"
"3040",NA,NA,"Idua"
"3041",NA,NA,"Tbc1d22b"
"3042",NA,NA,"Ppp1r3g"
"3043",NA,NA,"Siglece"
"3044",NA,NA,"9930021J03Rik"
"3045",NA,NA,"Pip5k1c"
"3046",NA,NA,"Slc25a45"
"3047",NA,NA,"Ifitm2"
"3048",NA,NA,"Sccpdh"
"3049",NA,NA,"Tle6"
"3050",NA,NA,"Ncapd3"
"3051",NA,NA,"Spint1"
"3052",NA,NA,"Ubiad1"
"3053",NA,NA,"Thg1l"
"3054",NA,NA,"Tlcd2"
"3055",NA,NA,"Lrrc41"
"3056",NA,NA,"Fgf13"
"3057",NA,NA,"Ss18l2"
"3058",NA,NA,"Zfp473"
"3059",NA,NA,"Gns"
"3060",NA,NA,"Vps13d"
"3061",NA,NA,"Clec4a1"
"3062",NA,NA,"Uros"
"3063",NA,NA,"Errfi1"
"3064",NA,NA,"Mllt6"
"3065",NA,NA,"Rnf43"
"3066",NA,NA,"Rnaset2a"
"3067",NA,NA,"Ly6d"
"3068",NA,NA,"Mpc1"
"3069",NA,NA,"Rarg"
"3070",NA,NA,"Dnaja4"
"3071",NA,NA,"Itgae"
"3072",NA,NA,"Tsen2"
"3073",NA,NA,"Dzip1"
"3074",NA,NA,"Pter"
"3075",NA,NA,"Aif1"
"3076",NA,NA,"Gng12"
"3077",NA,NA,"Nin"
"3078",NA,NA,"Btbd7"
"3079",NA,NA,"Adgrg3"
"3080",NA,NA,"Map3k2"
"3081",NA,NA,"Lrrc49"
"3082",NA,NA,"Traj18"
"3083",NA,NA,"Kifap3"
"3084",NA,NA,"Zswim5"
"3085",NA,NA,"Tgtp1"
"3086",NA,NA,"Chka"
"3087",NA,NA,"Cbx2"
"3088",NA,NA,"Trbv29"
"3089",NA,NA,"Rbmx2"
"3090",NA,NA,"Rasgrf2"
"3091",NA,NA,"Smg5"
"3092",NA,NA,"Wnt10b"
"3093",NA,NA,"Dock3"
"3094",NA,NA,"Tmem260"
"3095",NA,NA,"Fam13b"
"3096",NA,NA,"Man2a1"
"3097",NA,NA,"Cybb"
"3098",NA,NA,"Cenpu"
"3099",NA,NA,"Susd6"
"3100",NA,NA,"Snrnp48"
"3101",NA,NA,"Lrch3"
"3102",NA,NA,"Ctbp2"
"3103",NA,NA,"Rabl3"
"3104",NA,NA,"Apex1"
"3105",NA,NA,"Cep120"
"3106",NA,NA,"Spidr"
"3107",NA,NA,"Tmem26"
"3108",NA,NA,"Ssc4d"
"3109",NA,NA,"Gstt4"
"3110",NA,NA,"Klhl36"
"3111",NA,NA,"Dmac2"
"3112",NA,NA,"Asb13"
"3113",NA,NA,"Kifbp"
"3114",NA,NA,"Polr2j"
"3115",NA,NA,"Zfp12"
"3116",NA,NA,"Atp1a3"
"3117",NA,NA,"Gpr141"
"3118",NA,NA,"Csf2"
"3119",NA,NA,"Aga"
"3120",NA,NA,"Ncor2"
"3121",NA,NA,"Klrb1c"
"3122",NA,NA,"F8a"
"3123",NA,NA,"Leng8"
"3124",NA,NA,"Mettl4"
"3125",NA,NA,"Arhgef4"
"3126",NA,NA,"Unc13a"
"3127",NA,NA,"Sema4b"
"3128",NA,NA,"Rora"
"3129",NA,NA,"Cry2"
"3130",NA,NA,"H2bc11"
"3131",NA,NA,"Smim4"
"3132",NA,NA,"Atm"
"3133",NA,NA,"Ccp110"
"3134",NA,NA,"Stxbp1"
"3135",NA,NA,"Polq"
"3136",NA,NA,"Cd34"
"3137",NA,NA,"Cracr2a"
"3138",NA,NA,"Osbpl3"
"3139",NA,NA,"Cyp2d22"
"3140",NA,NA,"Cibar1"
"3141",NA,NA,"Gm20605"
"3142",NA,NA,"Rgs3"
"3143",NA,NA,"Ddhd1"
"3144",NA,NA,"P2ry1"
"3145",NA,NA,"Ncoa4"
"3146",NA,NA,"Car12"
"3147",NA,NA,"Gstm5"
"3148",NA,NA,"Rap2a"
"3149",NA,NA,"Mapk8"
"3150",NA,NA,"Polr2l"
"3151",NA,NA,"Lamb3"
"3152",NA,NA,"Cep95"
"3153",NA,NA,"Avpi1"
"3154",NA,NA,"Stk24"
"3155",NA,NA,"E2f7"
"3156",NA,NA,"Tmem163"
"3157",NA,NA,"Dennd6a"
"3158",NA,NA,"Rev3l"
"3159",NA,NA,"Casd1"
"3160",NA,NA,"Mapk11"
"3161",NA,NA,"Ikzf2"
"3162",NA,NA,"Rcor3"
"3163",NA,NA,"Apobec1"
"3164",NA,NA,"Klrg2"
"3165",NA,NA,"Rnf44"
"3166",NA,NA,"Sh2d4a"
"3167",NA,NA,"Lcmt1"
"3168",NA,NA,"Kpna6"
"3169",NA,NA,"Luzp1"
"3170",NA,NA,"Trbj1-1"
"3171",NA,NA,"Spi1"
"3172",NA,NA,"Svop"
"3173",NA,NA,"Tbc1d31"
"3174",NA,NA,"Apln"
"3175",NA,NA,"Ptprm"
"3176",NA,NA,"Cavin3"
"3177",NA,NA,"Poli"
"3178",NA,NA,"Polg2"
"3179",NA,NA,"Slc66a1"
"3180",NA,NA,"Cpsf7"
"3181",NA,NA,"Rab11fip2"
"3182",NA,NA,"Plod3"
"3183",NA,NA,"Pcgf2"
"3184",NA,NA,"Hbb-bt"
"3185",NA,NA,"Trak1"
"3186",NA,NA,"Gtf3c4"
"3187",NA,NA,"Gprasp1"
"3188",NA,NA,"Gpr34"
"3189",NA,NA,"Gabarapl1"
"3190",NA,NA,"Gpt2"
"3191",NA,NA,"Plxna1"
"3192",NA,NA,"Foxp2"
"3193",NA,NA,"Zfp105"
"3194",NA,NA,"Kcnrg"
"3195",NA,NA,"Fbxl22"
"3196",NA,NA,"Mafb"
"3197",NA,NA,"Zfp398"
"3198",NA,NA,"Fkbp11"
"3199",NA,NA,"Trim33"
"3200",NA,NA,"Pomt2"
"3201",NA,NA,"Atp8b4"
"3202",NA,NA,"Nek1"
"3203",NA,NA,"Sirpb1a"
"3204",NA,NA,"Taok1"
"3205",NA,NA,"Ptpn5"
"3206",NA,NA,"Ccdc126"
"3207",NA,NA,"Arl3"
"3208",NA,NA,"Anln"
"3209",NA,NA,"Hba-a1"
"3210",NA,NA,"Art3"
"3211",NA,NA,"Hdhd3"
"3212",NA,NA,"Atp10a"
"3213",NA,NA,"Rc3h2"
"3214",NA,NA,"Rnpepl1"
"3215",NA,NA,"Myo9b"
"3216",NA,NA,"Nxpe3"
"3217",NA,NA,"Cfp"
"3218",NA,NA,"Gabbr1"
"3219",NA,NA,"Cxcl2"
"3220",NA,NA,"Mipep"
"3221",NA,NA,"Tasor2"
"3222",NA,NA,"Nup160"
"3223",NA,NA,"Hipk1"
"3224",NA,NA,"Gm49396"
"3225",NA,NA,"Akr1b8"
"3226",NA,NA,"Cenpp"
"3227",NA,NA,"Cpox"
"3228",NA,NA,"Blvrb"
"3229",NA,NA,"Nmrk1"
"3230",NA,NA,"Mon2"
"3231",NA,NA,"Nmt2"
"3232",NA,NA,"Zfp930"
"3233",NA,NA,"Zranb3"
"3234",NA,NA,"Tmem80"
"3235",NA,NA,"Ctdsp2"
"3236",NA,NA,"Rwdd1"
"3237",NA,NA,"Clba1"
"3238",NA,NA,"Gfra2"
"3239",NA,NA,"Hmga1b"
"3240",NA,NA,"Parp12"
"3241",NA,NA,"Msra"
"3242",NA,NA,"Zbtb4"
"3243",NA,NA,"Ccdc166"
"3244",NA,NA,"Sntb2"
"3245",NA,NA,"Acyp1"
"3246",NA,NA,"Zfp956"
"3247",NA,NA,"Mxd3"
"3248",NA,NA,"Farp1"
"3249",NA,NA,"Mef2a"
"3250",NA,NA,"Fut4"
"3251",NA,NA,"Serpina3g"
"3252",NA,NA,"Lhx2"
"3253",NA,NA,"Retsat"
"3254",NA,NA,"Kansl1l"
"3255",NA,NA,"Reep1"
"3256",NA,NA,"Spred1"
"3257",NA,NA,"Ighv1-81"
"3258",NA,NA,"Map3k10"
"3259",NA,NA,"Cenpc1"
"3260",NA,NA,"Nrtn"
"3261",NA,NA,"Taok2"
"3262",NA,NA,"Prr12"
"3263",NA,NA,"Cers4"
"3264",NA,NA,"Tefm"
"3265",NA,NA,"Aplf"
"3266",NA,NA,"Ranbp17"
"3267",NA,NA,"Ncmap"
"3268",NA,NA,"Epc2"
"3269",NA,NA,"Zfp870"
"3270",NA,NA,"Paqr7"
"3271",NA,NA,"Marchf8"
"3272",NA,NA,"Abhd11"
"3273",NA,NA,"Rnase6"
"3274",NA,NA,"Elp6"
"3275",NA,NA,"Arhgap26"
"3276",NA,NA,"Siglecg"
"3277",NA,NA,"Nipal1"
"3278",NA,NA,"Chchd5"
"3279",NA,NA,"Cfap54"
"3280",NA,NA,"Lyz2"
"3281",NA,NA,"Ccr10"
"3282",NA,NA,"Macrod2"
"3283",NA,NA,"Crem"
"3284",NA,NA,"Ppp2r3d"
"3285",NA,NA,"Xylt1"
"3286",NA,NA,"Bag3"
"3287",NA,NA,"Nt5e"
"3288",NA,NA,"Psme2b"
"3289",NA,NA,"D11Wsu47e"
"3290",NA,NA,"Gatad1"
"3291",NA,NA,"Alg2"
"3292",NA,NA,"Tubd1"
"3293",NA,NA,"Rapgef2"
"3294",NA,NA,"Map2k7"
"3295",NA,NA,"Fam72a"
"3296",NA,NA,"Hlcs"
"3297",NA,NA,"Nploc4"
"3298",NA,NA,"Anxa1"
"3299",NA,NA,"Ptrh1"
"3300",NA,NA,"Sidt2"
"3301",NA,NA,"Mdn1"
"3302",NA,NA,"Cd80"
"3303",NA,NA,"Nek8"
"3304",NA,NA,"Impact"
"3305",NA,NA,"Tmem240"
"3306",NA,NA,"Vopp1"
"3307",NA,NA,"Rrp12"
"3308",NA,NA,"Ccdc18"
"3309",NA,NA,"B430306N03Rik"
"3310",NA,NA,"Bcl7c"
"3311",NA,NA,"Lancl2"
"3312",NA,NA,"Crppa"
"3313",NA,NA,"Reep6"
"3314",NA,NA,"Phf12"
"3315",NA,NA,"Sec61g"
"3316",NA,NA,"Ap3d1"
"3317",NA,NA,"Frat1"
"3318",NA,NA,"Azin2"
"3319",NA,NA,"Lrp6"
"3320",NA,NA,"Npnt"
"3321",NA,NA,"Rbfox2"
"3322",NA,NA,"Nomo1"
"3323",NA,NA,"Camta2"
"3324",NA,NA,"Mpzl1"
"3325",NA,NA,"AI597479"
"3326",NA,NA,"Vwa1"
"3327",NA,NA,"Kcnk10"
"3328",NA,NA,"Atf6"
"3329",NA,NA,"Kdm5d"
"3330",NA,NA,"Lama5"
"3331",NA,NA,"Eif2s2"
"3332",NA,NA,"Ccdc57"
"3333",NA,NA,"Cpa3"
"3334",NA,NA,"Pdp2"
"3335",NA,NA,"Piga"
"3336",NA,NA,"Pierce1"
"3337",NA,NA,"Ift122"
"3338",NA,NA,"Tmem263"
"3339",NA,NA,"Fan1"
"3340",NA,NA,"Sirt1"
"3341",NA,NA,"Bard1"
"3342",NA,NA,"Saal1"
"3343",NA,NA,"Klrk1"
"3344",NA,NA,"Elp4"
"3345",NA,NA,"Chil3"
"3346",NA,NA,"Dennd5a"
"3347",NA,NA,"Tasor"
"3348",NA,NA,"Card9"
"3349",NA,NA,"Gm12185"
"3350",NA,NA,"Cd163"
"3351",NA,NA,"Nkiras2"
"3352",NA,NA,"Dusp19"
"3353",NA,NA,"Pwwp2a"
"3354",NA,NA,"Iqcg"
"3355",NA,NA,"Prrg4"
"3356",NA,NA,"Zscan22"
"3357",NA,NA,"Itgal"
"3358",NA,NA,"Slc18a2"
"3359",NA,NA,"Trim30d"
"3360",NA,NA,"Klhl21"
"3361",NA,NA,"Wdr62"
"3362",NA,NA,"Tnk2"
"3363",NA,NA,"Zfp941"
"3364",NA,NA,"Zfp579"
"3365",NA,NA,"Dhdh"
"3366",NA,NA,"Igkv8-24"
"3367",NA,NA,"Dgcr6"
"3368",NA,NA,"Echdc1"
"3369",NA,NA,"Igkv1-110"
"3370",NA,NA,"Sap130"
"3371",NA,NA,"Dennd6b"
"3372",NA,NA,"Lcor"
"3373",NA,NA,"Cyfip1"
"3374",NA,NA,"H2bc12"
"3375",NA,NA,"Cdc42ep3"
"3376",NA,NA,"Igkv5-43"
"3377",NA,NA,"Trdc"
"3378",NA,NA,"Drc1"
"3379",NA,NA,"Fam20a"
"3380",NA,NA,"Traj27"
"3381",NA,NA,"Kcna2"
"3382",NA,NA,"Rasl11b"
"3383",NA,NA,"Capsl"
"3384",NA,NA,"Unc5a"
"3385",NA,NA,"Llgl2"
"3386",NA,NA,"Lemd3"
"3387",NA,NA,"Entpd1"
"3388",NA,NA,"Bola1"
"3389",NA,NA,"Pgpep1l"
"3390",NA,NA,"Slc9a3r2"
"3391",NA,NA,"Cd79b"
"3392",NA,NA,"Sipa1l2"
"3393",NA,NA,"Spata2l"
"3394",NA,NA,"Ebi3"
"3395",NA,NA,"Pira12"
"3396",NA,NA,"Kif14"
"3397",NA,NA,"Paqr4"
"3398",NA,NA,"Adgrl1"
"3399",NA,NA,"Rhod"
"3400",NA,NA,"Chsy1"
"3401",NA,NA,"Traj23"
"3402",NA,NA,"Chrne"
"3403",NA,NA,"Pex14"
"3404",NA,NA,"Galnt11"
"3405",NA,NA,"Ttc28"
"3406",NA,NA,"Dbp"
"3407",NA,NA,"Trim10"
"3408",NA,NA,"Myo1f"
"3409",NA,NA,"AU022252"
"3410",NA,NA,"Taco1"
"3411",NA,NA,"Fkbpl"
"3412",NA,NA,"Zscan10"
"3413",NA,NA,"Slc30a1"
"3414",NA,NA,"Lipt1"
"3415",NA,NA,"Dnajc17"
"3416",NA,NA,"Scly"
"3417",NA,NA,"Dnajb13"
"3418",NA,NA,"Nme4"
"3419",NA,NA,"Dynlt3"
"3420",NA,NA,"Cdk12"
"3421",NA,NA,"Picalm"
"3422",NA,NA,"Iglv1"
"3423",NA,NA,"Coa4"
"3424",NA,NA,"Thra"
"3425",NA,NA,"Tsc1"
"3426",NA,NA,"Krba1"
"3427",NA,NA,"B630019K06Rik"
"3428",NA,NA,"Ica1"
"3429",NA,NA,"Apol8"
"3430",NA,NA,"Rhbdd3"
"3431",NA,NA,"Acsf3"
"3432",NA,NA,"4930579G24Rik"
"3433",NA,NA,"Qpctl"
"3434",NA,NA,"Pdxk"
"3435",NA,NA,"Muc1"
"3436",NA,NA,"Lage3"
"3437",NA,NA,"Hmgn3"
"3438",NA,NA,"Tmem199"
"3439",NA,NA,"Syde2"
"3440",NA,NA,"Trrap"
"3441",NA,NA,"Ank"
"3442",NA,NA,"Cd22"
"3443",NA,NA,"Gse1"
"3444",NA,NA,"Dact3"
"3445",NA,NA,"Gm20696"
"3446",NA,NA,"G2e3"
"3447",NA,NA,"Mast2"
"3448",NA,NA,"Zcchc3"
"3449",NA,NA,"Prss12"
"3450",NA,NA,"Micall1"
"3451",NA,NA,"Zc2hc1a"
"3452",NA,NA,"Maged1"
"3453",NA,NA,"Tnrc18"
"3454",NA,NA,"Nr1h3"
"3455",NA,NA,"Fsd1l"
"3456",NA,NA,"Slc12a6"
"3457",NA,NA,"Trim34a"
"3458",NA,NA,"Ctnnal1"
"3459",NA,NA,"Cog7"
"3460",NA,NA,"Ptdss2"
"3461",NA,NA,"Hspa1b"
"3462",NA,NA,"Zfp950"
"3463",NA,NA,"Nars2"
"3464",NA,NA,"Dnah17"
"3465",NA,NA,"Ttc30a1"
"3466",NA,NA,"Fchsd1"
"3467",NA,NA,"Ccser1"
"3468",NA,NA,"Zmat1"
"3469",NA,NA,"Ccdc163"
"3470",NA,NA,"Rexo5"
"3471",NA,NA,"Iglc2"
"3472",NA,NA,"Pam16"
"3473",NA,NA,"Trav19"
"3474",NA,NA,"Cnksr3"
"3475",NA,NA,"Cplane1"
"3476",NA,NA,"Cdc14b"
"3477",NA,NA,"Nacc2"
"3478",NA,NA,"Ccn4"
"3479",NA,NA,"Sema4d"
"3480",NA,NA,"Extl2"
"3481",NA,NA,"Pomt1"
"3482",NA,NA,"Tsc22d1"
"3483",NA,NA,"Slc25a28"
"3484",NA,NA,"Habp4"
"3485",NA,NA,"Il10ra"
"3486",NA,NA,"Foxo4"
"3487",NA,NA,"Hapln4"
"3488",NA,NA,"Zfp710"
"3489",NA,NA,"Ighv5-17"
"3490",NA,NA,"Alox5ap"
"3491",NA,NA,"Wdr45"
"3492",NA,NA,"Ubqln2"
"3493",NA,NA,"Cxcr6"
"3494",NA,NA,"Srl"
"3495",NA,NA,"H2-DMb2"
"3496",NA,NA,"Hyal1"
"3497",NA,NA,"Cma1"
"3498",NA,NA,"H2-Eb1"
"3499",NA,NA,"Nup210"
"3500",NA,NA,"Trbj1-5"
"3501",NA,NA,"Ralgapa2"
"3502",NA,NA,"Cxxc5"
"3503",NA,NA,"Il18bp"
"3504",NA,NA,"Mbip"
"3505",NA,NA,"Fhip2b"
"3506",NA,NA,"Insyn2b"
"3507",NA,NA,"Mocs1"
"3508",NA,NA,"Ighv9-3"
"3509",NA,NA,"Rnasel"
"3510",NA,NA,"Atg14"
"3511",NA,NA,"Sass6"
"3512",NA,NA,"Igkv19-93"
"3513",NA,NA,"Spsb1"
"3514",NA,NA,"Prkd3"
"3515",NA,NA,"Mlf1"
"3516",NA,NA,"Mfap1a"
"3517",NA,NA,"Tpcn1"
"3518",NA,NA,"Tubb1"
"3519",NA,NA,"Pilrb1"
"3520",NA,NA,"Inpp5e"
"3521",NA,NA,"Tchp"
"3522",NA,NA,"Sdc4"
"3523",NA,NA,"Pgpep1"
"3524",NA,NA,"Snx8"
"3525",NA,NA,"Wdpcp"
"3526",NA,NA,"Utf1"
"3527",NA,NA,"9530077C05Rik"
"3528",NA,NA,"Chek2"
"3529",NA,NA,"Miga1"
"3530",NA,NA,"Ciita"
"3531",NA,NA,"Kcnip3"
"3532",NA,NA,"Trav15-1-dv6-1"
"3533",NA,NA,"Ano6"
"3534",NA,NA,"Clu"
"3535",NA,NA,"Obp2a"
"3536",NA,NA,"Hbb-bs"
"3537",NA,NA,"Ttll9"
"3538",NA,NA,"Rcn3"
"3539",NA,NA,"Cbfa2t3"
"3540",NA,NA,"Lsm10"
"3541",NA,NA,"Metap1d"
"3542",NA,NA,"Cldn12"
"3543",NA,NA,"Scarf2"
"3544",NA,NA,"Capn10"
"3545",NA,NA,"Ccdc112"
"3546",NA,NA,"Pacc1"
"3547",NA,NA,"Acvr1b"
"3548",NA,NA,"Ptgr1"
"3549",NA,NA,"Pnpla3"
"3550",NA,NA,"Anks1"
"3551",NA,NA,"Ercc6"
"3552",NA,NA,"Mink1"
"3553",NA,NA,"Hk3"
"3554",NA,NA,"Zfp707"
"3555",NA,NA,"Cystm1"
"3556",NA,NA,"Mtmr10"
"3557",NA,NA,"Ifi44"
"3558",NA,NA,"Jazf1"
"3559",NA,NA,"Snca"
"3560",NA,NA,"Praf2"
"3561",NA,NA,"Epas1"
"3562",NA,NA,"Npff"
"3563",NA,NA,"Vav3"
"3564",NA,NA,"Tm4sf5"
"3565",NA,NA,"Zyg11b"
"3566",NA,NA,"Zfp324"
"3567",NA,NA,"Pf4"
"3568",NA,NA,"Pabpn1"
"3569",NA,NA,"Vamp5"
"3570",NA,NA,"Fcho2"
"3571",NA,NA,"Adam19"
"3572",NA,NA,"Trav21-dv12"
"3573",NA,NA,"Frs2"
"3574",NA,NA,"Apc"
"3575",NA,NA,"S1pr3"
"3576",NA,NA,"Pid1"
"3577",NA,NA,"Lgmn"
"3578",NA,NA,"Sema6b"
"3579",NA,NA,"Cbwd1"
"3580",NA,NA,"Sh3pxd2a"
"3581",NA,NA,"Lrch4"
"3582",NA,NA,"Tmem205"
"3583",NA,NA,"Retnlg"
"3584",NA,NA,"Glmn"
"3585",NA,NA,"Slc19a3"
"3586",NA,NA,"Upf2"
"3587",NA,NA,"Szt2"
"3588",NA,NA,"Ncoa6"
"3589",NA,NA,"Cep89"
"3590",NA,NA,"Nfxl1"
"3591",NA,NA,"Rpp40"
"3592",NA,NA,"Plpp6"
"3593",NA,NA,"Tspan4"
"3594",NA,NA,"Emid1"
"3595",NA,NA,"Iglc1"
"3596",NA,NA,"Rnf32"
"3597",NA,NA,"Prph"
"3598",NA,NA,"Mbd6"
"3599",NA,NA,"Ccdc85c"
"3600",NA,NA,"Trim65"
"3601",NA,NA,"Ighv3-6"
"3602",NA,NA,"Taf4"
"3603",NA,NA,"Ly86"
"3604",NA,NA,"LTO1"
"3605",NA,NA,"Car8"
"3606",NA,NA,"Trbd1"
"3607",NA,NA,"H60b"
"3608",NA,NA,"Map7"
"3609",NA,NA,"Rhbdf1"
"3610",NA,NA,"Syn1"
"3611",NA,NA,"Evi5"
"3612",NA,NA,"Ube2e2"
"3613",NA,NA,"Zxdc"
"3614",NA,NA,"Apip"
"3615",NA,NA,"Rbbp9"
"3616",NA,NA,"Akr1c13"
"3617",NA,NA,"Eps8l1"
"3618",NA,NA,"Tsc22d2"
"3619",NA,NA,"Kbtbd13"
"3620",NA,NA,"Prr14l"
"3621",NA,NA,"Alg11"
"3622",NA,NA,"Fcmr"
"3623",NA,NA,"Mroh1"
"3624",NA,NA,"Gm6377"
"3625",NA,NA,"Qprt"
"3626",NA,NA,"Ttll3"
"3627",NA,NA,"Areg"
"3628",NA,NA,"Mgst1"
"3629",NA,NA,"Ighv6-3"
"3630",NA,NA,"Dvl1"
"3631",NA,NA,"Arap1"
"3632",NA,NA,"Trbj1-2"
"3633",NA,NA,"Ckap4"
"3634",NA,NA,"Trav14-3"
"3635",NA,NA,"Acaca"
"3636",NA,NA,"Plpp1"
"3637",NA,NA,"Trim16"
"3638",NA,NA,"Gba2"
"3639",NA,NA,"Enpp1"
"3640",NA,NA,"Traj22"
"3641",NA,NA,"Slc15a3"
"3642",NA,NA,"Fgd2"
"3643",NA,NA,"Adh1"
"3644",NA,NA,"Gbp2b"
"3645",NA,NA,"Trbj1-3"
"3646",NA,NA,"Ikbip"
"3647",NA,NA,"Rimoc1"
"3648",NA,NA,"Lyn"
"3649",NA,NA,"Kat6b"
"3650",NA,NA,"Erfe"
"3651",NA,NA,"Nfrkb"
"3652",NA,NA,"Sdc3"
"3653",NA,NA,"Abcb1a"
"3654",NA,NA,"Fzd7"
"3655",NA,NA,"Tmem67"
"3656",NA,NA,"Xpnpep2"
"3657",NA,NA,"Mns1"
"3658",NA,NA,"Brd3os"
"3659",NA,NA,"Dcp1a"
"3660",NA,NA,"Ust"
