"","Har24hVsNaive_unique","NoHar24hVsNaive_unique","Har24hVsNaive_NoHar24hVsNaive_intersection"
"2917",NA,NA,"Trmt1"
"2918",NA,NA,"Thoc6"
"2919",NA,NA,"Acyp1"
"2920",NA,NA,"Tyrobp"
"2921",NA,NA,"Kif20b"
"2922",NA,NA,"Triobp"
"2923",NA,NA,"Qtrt1"
"2924",NA,NA,"Rbm4b"
"2925",NA,NA,"Ccdc186"
"2926",NA,NA,"Nploc4"
"2927",NA,NA,"Coq5"
"2928",NA,NA,"Mphosph6"
"2929",NA,NA,"Plekhn1"
"2930",NA,NA,"Stk35"
"2931",NA,NA,"Dmtf1"
"2932",NA,NA,"Pgam5"
"2933",NA,NA,"Rnf144a"
"2934",NA,NA,"Flvcr1"
"2935",NA,NA,"Trim30d"
"2936",NA,NA,"Knl1"
"2937",NA,NA,"Zup1"
"2938",NA,NA,"Ptp4a1"
"2939",NA,NA,"Qsox2"
"2940",NA,NA,"Mcph1"
"2941",NA,NA,"Med11"
"2942",NA,NA,"Tmem106a"
"2943",NA,NA,"Cth"
"2944",NA,NA,"Szrd1"
"2945",NA,NA,"Ccdc82"
"2946",NA,NA,"Clec4a2"
"2947",NA,NA,"Tk1"
"2948",NA,NA,"Stab1"
"2949",NA,NA,"Mastl"
"2950",NA,NA,"Slc16a3"
"2951",NA,NA,"Cwc27"
"2952",NA,NA,"Hcar2"
"2953",NA,NA,"Ephb6"
"2954",NA,NA,"Fdft1"
"2955",NA,NA,"Ormdl3"
"2956",NA,NA,"Timd4"
"2957",NA,NA,"Mfsd6"
"2958",NA,NA,"Commd8"
"2959",NA,NA,"Clec1b"
"2960",NA,NA,"Fkbp2"
"2961",NA,NA,"Uqcr10"
"2962",NA,NA,"Cbx7"
"2963",NA,NA,"Fancb"
"2964",NA,NA,"Clec12a"
"2965",NA,NA,"Top1"
"2966",NA,NA,"Zfp422"
"2967",NA,NA,"Khnyn"
"2968",NA,NA,"Cox15"
"2969",NA,NA,"Trip10"
"2970",NA,NA,"Lyn"
"2971",NA,NA,"Gfra2"
"2972",NA,NA,"Ptger2"
"2973",NA,NA,"Tmub2"
"2974",NA,NA,"Chd9"
"2975",NA,NA,"Qtrt2"
"2976",NA,NA,"Ccs"
"2977",NA,NA,"Tnfsf14"
"2978",NA,NA,"Slc29a2"
"2979",NA,NA,"Ssbp3"
"2980",NA,NA,"Cyp4f13"
"2981",NA,NA,"Psme2b"
"2982",NA,NA,"Dennd4a"
"2983",NA,NA,"Igsf6"
"2984",NA,NA,"Rgs16"
"2985",NA,NA,"Fbxl3"
"2986",NA,NA,"Sytl1"
"2987",NA,NA,"St3gal6"
"2988",NA,NA,"Ddx17"
"2989",NA,NA,"Usp21"
"2990",NA,NA,"Lsm12"
"2991",NA,NA,"Tyk2"
"2992",NA,NA,"Rtn4ip1"
"2993",NA,NA,"E2f3"
"2994",NA,NA,"Isg20l2"
"2995",NA,NA,"Slc26a10"
"2996",NA,NA,"Gbp3"
"2997",NA,NA,"Zfp110"
"2998",NA,NA,"Aldh18a1"
"2999",NA,NA,"Vps13d"
"3000",NA,NA,"Casp1"
"3001",NA,NA,"Nt5dc1"
"3002",NA,NA,"Slc12a2"
"3003",NA,NA,"Sorbs3"
"3004",NA,NA,"Cd177"
"3005",NA,NA,"Mrpl11"
"3006",NA,NA,"Nek6"
"3007",NA,NA,"Dhx58"
"3008",NA,NA,"Insr"
"3009",NA,NA,"Meaf6"
"3010",NA,NA,"Chfr"
"3011",NA,NA,"Bbs5"
"3012",NA,NA,"Etnk1"
"3013",NA,NA,"Slc39a6"
"3014",NA,NA,"Tnfsf4"
"3015",NA,NA,"Camk1d"
"3016",NA,NA,"Ube2t"
"3017",NA,NA,"Papss1"
"3018",NA,NA,"Rfxank"
"3019",NA,NA,"Cacna2d4"
"3020",NA,NA,"Ppp1r14c"
"3021",NA,NA,"Ppbp"
"3022",NA,NA,"Pdhx"
"3023",NA,NA,"Fibp"
"3024",NA,NA,"Elane"
"3025",NA,NA,"Mafb"
"3026",NA,NA,"Gbp11"
"3027",NA,NA,"Dync2i2"
"3028",NA,NA,"Tet1"
"3029",NA,NA,"Iqgap3"
"3030",NA,NA,"Rit1"
"3031",NA,NA,"9930021J03Rik"
"3032",NA,NA,"Srl"
"3033",NA,NA,"Tsen54"
"3034",NA,NA,"Cox6b1"
"3035",NA,NA,"Tmem87b"
"3036",NA,NA,"Ighv1-53"
"3037",NA,NA,"Il18r1"
"3038",NA,NA,"Ybey"
"3039",NA,NA,"Tmem26"
"3040",NA,NA,"Itpr3"
"3041",NA,NA,"Ip6k1"
"3042",NA,NA,"Mpzl1"
"3043",NA,NA,"Slpi"
"3044",NA,NA,"Siah1b"
"3045",NA,NA,"Neil3"
"3046",NA,NA,"Cd38"
"3047",NA,NA,"Cd8b1"
"3048",NA,NA,"1810013L24Rik"
"3049",NA,NA,"Trim12c"
"3050",NA,NA,"Tbc1d17"
"3051",NA,NA,"Fry"
"3052",NA,NA,"Kbtbd8"
"3053",NA,NA,"Tcf7l2"
"3054",NA,NA,"Cyb561d1"
"3055",NA,NA,"Tex45"
"3056",NA,NA,"Taok3"
"3057",NA,NA,"Rcor3"
"3058",NA,NA,"Mindy4"
"3059",NA,NA,"Knstrn"
"3060",NA,NA,"Zfp771"
"3061",NA,NA,"Fgd3"
"3062",NA,NA,"Pigf"
"3063",NA,NA,"Cnn3"
"3064",NA,NA,"Arid1b"
"3065",NA,NA,"Wdr91"
"3066",NA,NA,"Nqo2"
"3067",NA,NA,"Mpeg1"
"3068",NA,NA,"Aasdhppt"
"3069",NA,NA,"Mau2"
"3070",NA,NA,"Hmox1"
"3071",NA,NA,"Tcn2"
"3072",NA,NA,"Pdlim5"
"3073",NA,NA,"Haus1"
"3074",NA,NA,"Rhobtb2"
"3075",NA,NA,"Vps13c"
"3076",NA,NA,"Trp53inp2"
"3077",NA,NA,"Tsen2"
"3078",NA,NA,"Sqor"
"3079",NA,NA,"Gpr34"
"3080",NA,NA,"Cpped1"
"3081",NA,NA,"Wdr20"
"3082",NA,NA,"Areg"
"3083",NA,NA,"Zfp398"
"3084",NA,NA,"Dclk1"
"3085",NA,NA,"Gen1"
"3086",NA,NA,"Trdv2-2"
"3087",NA,NA,"Tmem106b"
"3088",NA,NA,"Rnf123"
"3089",NA,NA,"Rars2"
"3090",NA,NA,"Pacc1"
"3091",NA,NA,"Kpna6"
"3092",NA,NA,"Zfp956"
"3093",NA,NA,"Oas1a"
"3094",NA,NA,"Dpf1"
"3095",NA,NA,"Myo1f"
"3096",NA,NA,"Nacc2"
"3097",NA,NA,"Ccp110"
"3098",NA,NA,"Bicral"
"3099",NA,NA,"Nktr"
"3100",NA,NA,"Abcd2"
"3101",NA,NA,"Ddx19a"
"3102",NA,NA,"Plod3"
"3103",NA,NA,"Il6st"
"3104",NA,NA,"Plod2"
"3105",NA,NA,"Ampd1"
"3106",NA,NA,"Taf8"
"3107",NA,NA,"Taok1"
"3108",NA,NA,"Gigyf1"
"3109",NA,NA,"Mtfr2"
"3110",NA,NA,"Dguok"
"3111",NA,NA,"Limk2"
"3112",NA,NA,"Gabbr1"
"3113",NA,NA,"Ctsf"
"3114",NA,NA,"Slc41a3"
"3115",NA,NA,"Ccdc34"
"3116",NA,NA,"Pfdn4"
"3117",NA,NA,"Anks3"
"3118",NA,NA,"Cd302"
"3119",NA,NA,"Zfp592"
"3120",NA,NA,"Timeless"
"3121",NA,NA,"Senp3"
"3122",NA,NA,"Psph"
"3123",NA,NA,"Kcnj10"
"3124",NA,NA,"Tmem192"
"3125",NA,NA,"Entpd1"
"3126",NA,NA,"Pilrb2"
"3127",NA,NA,"Tma16"
"3128",NA,NA,"Sbf1"
"3129",NA,NA,"Ube2cbp"
"3130",NA,NA,"Rpe"
"3131",NA,NA,"Antxr2"
"3132",NA,NA,"Vegfb"
"3133",NA,NA,"Ercc4"
"3134",NA,NA,"Cldn10"
"3135",NA,NA,"Crtap"
"3136",NA,NA,"Cers4"
"3137",NA,NA,"Smpd5"
"3138",NA,NA,"4930579G24Rik"
"3139",NA,NA,"Cdon"
"3140",NA,NA,"Nt5e"
"3141",NA,NA,"Ercc8"
"3142",NA,NA,"Slc25a45"
"3143",NA,NA,"Epas1"
"3144",NA,NA,"Mcoln1"
"3145",NA,NA,"Cyria"
"3146",NA,NA,"Cpq"
"3147",NA,NA,"Tbc1d22b"
"3148",NA,NA,"Cbr1"
"3149",NA,NA,"Ifi30"
"3150",NA,NA,"Timm8b"
"3151",NA,NA,"Fosl2"
"3152",NA,NA,"Lamb3"
"3153",NA,NA,"Ccr3"
"3154",NA,NA,"Qpct"
"3155",NA,NA,"Whamm"
"3156",NA,NA,"Nacc1"
"3157",NA,NA,"Nudt4"
"3158",NA,NA,"Igkv8-30"
"3159",NA,NA,"Ndufc2"
"3160",NA,NA,"Fam193a"
"3161",NA,NA,"Commd5"
"3162",NA,NA,"Tmem237"
"3163",NA,NA,"Ormdl2"
"3164",NA,NA,"Snx27"
"3165",NA,NA,"Prkar1b"
"3166",NA,NA,"Rassf3"
"3167",NA,NA,"Sec22c"
"3168",NA,NA,"Tnrc6a"
"3169",NA,NA,"Ubiad1"
"3170",NA,NA,"Rtn4rl1"
"3171",NA,NA,"Akap12"
"3172",NA,NA,"Ssbp1"
"3173",NA,NA,"Hmgb3"
"3174",NA,NA,"Hint2"
"3175",NA,NA,"1700056E22Rik"
"3176",NA,NA,"Tsen15"
"3177",NA,NA,"Klhdc10"
"3178",NA,NA,"Tsr2"
"3179",NA,NA,"Fam117b"
"3180",NA,NA,"Zcchc7"
"3181",NA,NA,"Ogfod3"
"3182",NA,NA,"Rgs11"
"3183",NA,NA,"Mfhas1"
"3184",NA,NA,"Trib1"
"3185",NA,NA,"Ifit2"
"3186",NA,NA,"Mt1"
"3187",NA,NA,"E4f1"
"3188",NA,NA,"Tbc1d2b"
"3189",NA,NA,"Ndufaf4"
"3190",NA,NA,"Mast2"
"3191",NA,NA,"Cenpf"
"3192",NA,NA,"Cenpu"
"3193",NA,NA,"Smg8"
"3194",NA,NA,"Zfp219"
"3195",NA,NA,"Mrrf"
"3196",NA,NA,"Afap1"
"3197",NA,NA,"Siglece"
"3198",NA,NA,"Slc11a1"
"3199",NA,NA,"Isg15"
"3200",NA,NA,"Dohh"
"3201",NA,NA,"Fzd9"
"3202",NA,NA,"Top1mt"
"3203",NA,NA,"Adat2"
"3204",NA,NA,"Hdac4"
"3205",NA,NA,"Rnf139"
"3206",NA,NA,"Celsr1"
"3207",NA,NA,"Glmn"
"3208",NA,NA,"Eaf1"
"3209",NA,NA,"Arrdc3"
"3210",NA,NA,"Klrd1"
"3211",NA,NA,"Usp2"
"3212",NA,NA,"Med29"
"3213",NA,NA,"Trbv12-1"
"3214",NA,NA,"D030056L22Rik"
"3215",NA,NA,"Mipep"
"3216",NA,NA,"Ocel1"
"3217",NA,NA,"Susd6"
"3218",NA,NA,"Irf6"
"3219",NA,NA,"Isy1"
"3220",NA,NA,"Serpini1"
"3221",NA,NA,"Dyrk1b"
"3222",NA,NA,"Ampd3"
"3223",NA,NA,"Irak1bp1"
"3224",NA,NA,"Retreg3"
"3225",NA,NA,"Uvssa"
"3226",NA,NA,"Utp11"
"3227",NA,NA,"Mrps24"
"3228",NA,NA,"Kdm4a"
"3229",NA,NA,"Ahnak"
"3230",NA,NA,"Runx3"
"3231",NA,NA,"Spata2l"
"3232",NA,NA,"Mast3"
"3233",NA,NA,"Polg2"
"3234",NA,NA,"Tfeb"
"3235",NA,NA,"Rabl3"
"3236",NA,NA,"Nudt2"
"3237",NA,NA,"Eny2"
"3238",NA,NA,"Mr1"
"3239",NA,NA,"Trbv14"
"3240",NA,NA,"Cep83"
"3241",NA,NA,"Usf1"
"3242",NA,NA,"Syde2"
"3243",NA,NA,"Ttll4"
"3244",NA,NA,"Cyp4v3"
"3245",NA,NA,"Ebag9"
"3246",NA,NA,"Tefm"
"3247",NA,NA,"Syngr4"
"3248",NA,NA,"Setd1b"
"3249",NA,NA,"Psenen"
"3250",NA,NA,"Fmo5"
"3251",NA,NA,"Dbi"
"3252",NA,NA,"Alas1"
"3253",NA,NA,"Themis2"
"3254",NA,NA,"Cercam"
"3255",NA,NA,"6030458C11Rik"
"3256",NA,NA,"Cacnb1"
"3257",NA,NA,"Lmbrd1"
"3258",NA,NA,"Cep120"
"3259",NA,NA,"Pts"
"3260",NA,NA,"Mrps31"
"3261",NA,NA,"Cnr2"
"3262",NA,NA,"Ccdc57"
"3263",NA,NA,"Epm2aip1"
"3264",NA,NA,"Cox5a"
"3265",NA,NA,"Med22"
"3266",NA,NA,"Cd200r4"
"3267",NA,NA,"Zfp958"
"3268",NA,NA,"Ccnc"
"3269",NA,NA,"Atp1a3"
"3270",NA,NA,"Wnt10b"
"3271",NA,NA,"Cyp2d22"
"3272",NA,NA,"Gsap"
"3273",NA,NA,"Sirpa"
"3274",NA,NA,"Rgs3"
"3275",NA,NA,"Zfp260"
"3276",NA,NA,"G6pc3"
"3277",NA,NA,"Zranb3"
"3278",NA,NA,"Trav14-1"
"3279",NA,NA,"Pcnt"
"3280",NA,NA,"Ndufc1"
"3281",NA,NA,"2310057M21Rik"
"3282",NA,NA,"Tnfaip8l1"
"3283",NA,NA,"Pars2"
"3284",NA,NA,"Dhx33"
"3285",NA,NA,"Prrc2b"
"3286",NA,NA,"Zfyve28"
"3287",NA,NA,"Gfm2"
"3288",NA,NA,"Stk24"
"3289",NA,NA,"Ndufv3"
"3290",NA,NA,"Uba3"
"3291",NA,NA,"Pecr"
"3292",NA,NA,"Abcc3"
"3293",NA,NA,"Zfyve27"
"3294",NA,NA,"Xrcc5"
"3295",NA,NA,"Znhit1"
"3296",NA,NA,"Card19"
"3297",NA,NA,"Sytl2"
"3298",NA,NA,"Tbc1d9b"
"3299",NA,NA,"Morn2"
"3300",NA,NA,"Alkbh8"
"3301",NA,NA,"Rasa1"
"3302",NA,NA,"Zfp687"
"3303",NA,NA,"Gm9844"
"3304",NA,NA,"9130401M01Rik"
"3305",NA,NA,"Alcam"
"3306",NA,NA,"Raph1"
"3307",NA,NA,"Mak16"
"3308",NA,NA,"Trpm1"
"3309",NA,NA,"Sgsh"
"3310",NA,NA,"Arhgap18"
"3311",NA,NA,"Ttc30a1"
"3312",NA,NA,"Fhip1b"
"3313",NA,NA,"Ctnnal1"
"3314",NA,NA,"Bard1"
"3315",NA,NA,"Taco1"
"3316",NA,NA,"Ldlrad4"
"3317",NA,NA,"Acvr1b"
"3318",NA,NA,"Cox19"
"3319",NA,NA,"Rassf1"
"3320",NA,NA,"Wdr54"
"3321",NA,NA,"Dcakd"
"3322",NA,NA,"Bola1"
"3323",NA,NA,"Mrps36"
"3324",NA,NA,"Eif2ak3"
"3325",NA,NA,"F8a"
"3326",NA,NA,"Champ1"
"3327",NA,NA,"Aldh7a1"
"3328",NA,NA,"Shkbp1"
"3329",NA,NA,"Pdk2"
"3330",NA,NA,"Bud13"
"3331",NA,NA,"Zcchc3"
"3332",NA,NA,"Paqr7"
"3333",NA,NA,"Tmed1"
"3334",NA,NA,"Myl9"
"3335",NA,NA,"Pkn3"
"3336",NA,NA,"Hacd2"
"3337",NA,NA,"Prss12"
"3338",NA,NA,"Hpf1"
"3339",NA,NA,"Qprt"
"3340",NA,NA,"Samd8"
"3341",NA,NA,"Soat1"
"3342",NA,NA,"Tmem138"
"3343",NA,NA,"Rcn3"
"3344",NA,NA,"Tspan2"
"3345",NA,NA,"Kank3"
"3346",NA,NA,"Asns"
"3347",NA,NA,"Vwa5a"
"3348",NA,NA,"Foxk2"
"3349",NA,NA,"Chchd1"
"3350",NA,NA,"Egln3"
"3351",NA,NA,"Fbxw9"
"3352",NA,NA,"Ap3b1"
"3353",NA,NA,"Klhl3"
"3354",NA,NA,"Cd163"
"3355",NA,NA,"Neto2"
"3356",NA,NA,"Arl6"
"3357",NA,NA,"Leng9"
"3358",NA,NA,"Abcc5"
"3359",NA,NA,"Ttc26"
"3360",NA,NA,"Carnmt1"
"3361",NA,NA,"Rwdd1"
"3362",NA,NA,"Sema4c"
"3363",NA,NA,"Rtf1"
"3364",NA,NA,"Ndufs5"
"3365",NA,NA,"Selenoo"
"3366",NA,NA,"Ss18l2"
"3367",NA,NA,"Rcn1"
"3368",NA,NA,"Il4ra"
"3369",NA,NA,"Ccdc171"
"3370",NA,NA,"Trmt12"
"3371",NA,NA,"Fancf"
"3372",NA,NA,"Mlycd"
"3373",NA,NA,"Sec61a2"
"3374",NA,NA,"Arsa"
"3375",NA,NA,"Klhl36"
"3376",NA,NA,"Taf9b"
"3377",NA,NA,"Cracr2a"
"3378",NA,NA,"Agpat2"
"3379",NA,NA,"Cep104"
"3380",NA,NA,"Oxr1"
"3381",NA,NA,"Dtnb"
"3382",NA,NA,"Gadd45gip1"
"3383",NA,NA,"Eef1akmt4"
"3384",NA,NA,"Dnmbp"
"3385",NA,NA,"Map3k2"
"3386",NA,NA,"Eif2s2"
"3387",NA,NA,"Tmem108"
"3388",NA,NA,"Gm20605"
"3389",NA,NA,"Nbeal2"
"3390",NA,NA,"Pxmp4"
"3391",NA,NA,"Cd68"
"3392",NA,NA,"Ifi207"
"3393",NA,NA,"Slc22a2"
"3394",NA,NA,"Gm12185"
"3395",NA,NA,"Stx16"
"3396",NA,NA,"Trbv29"
"3397",NA,NA,"Zscan10"
"3398",NA,NA,"H2-Ab1"
"3399",NA,NA,"Armcx5"
"3400",NA,NA,"Dscc1"
"3401",NA,NA,"Gatd1"
"3402",NA,NA,"Cfp"
"3403",NA,NA,"Gdpgp1"
"3404",NA,NA,"Adat1"
"3405",NA,NA,"Gas2l1"
"3406",NA,NA,"Adamtsl4"
"3407",NA,NA,"Ctla2a"
"3408",NA,NA,"Sdcbp2"
"3409",NA,NA,"Abca3"
"3410",NA,NA,"Gpbp1l1"
"3411",NA,NA,"Ikzf2"
"3412",NA,NA,"Hsdl2"
"3413",NA,NA,"Mettl7a1"
"3414",NA,NA,"Rhbdf1"
"3415",NA,NA,"Avpr1a"
"3416",NA,NA,"Il10ra"
"3417",NA,NA,"Hsd17b11"
"3418",NA,NA,"Fen1"
"3419",NA,NA,"Nmb"
"3420",NA,NA,"Tbc1d7"
"3421",NA,NA,"Gngt2"
"3422",NA,NA,"Ero1b"
"3423",NA,NA,"C1s2"
"3424",NA,NA,"Sco1"
"3425",NA,NA,"Zfp871"
"3426",NA,NA,"Mrm2"
"3427",NA,NA,"Poli"
"3428",NA,NA,"Cd300e"
"3429",NA,NA,"Mllt1"
"3430",NA,NA,"Numb"
"3431",NA,NA,"Vmac"
"3432",NA,NA,"Mark2"
"3433",NA,NA,"Bbx"
"3434",NA,NA,"Aldh3a2"
"3435",NA,NA,"Csf1"
"3436",NA,NA,"Fpgs"
"3437",NA,NA,"Clec4a1"
"3438",NA,NA,"Ndufaf6"
"3439",NA,NA,"Fam118b"
"3440",NA,NA,"Ramp3"
"3441",NA,NA,"Nod1"
"3442",NA,NA,"Car1"
"3443",NA,NA,"Naa10"
"3444",NA,NA,"Gja1"
"3445",NA,NA,"Phf13"
"3446",NA,NA,"Siah3"
"3447",NA,NA,"Lgmn"
"3448",NA,NA,"Snrpb2"
"3449",NA,NA,"Ccdc125"
"3450",NA,NA,"Srd5a3"
"3451",NA,NA,"Polr2l"
"3452",NA,NA,"Zswim8"
"3453",NA,NA,"Itih5"
"3454",NA,NA,"Fxn"
"3455",NA,NA,"H2-Oa"
"3456",NA,NA,"H2bc27"
"3457",NA,NA,"Rarg"
"3458",NA,NA,"Mctp2"
"3459",NA,NA,"Tsc22d1"
"3460",NA,NA,"Slc30a6"
"3461",NA,NA,"Camta2"
"3462",NA,NA,"Slc25a35"
"3463",NA,NA,"Pacsin2"
"3464",NA,NA,"Gata1"
"3465",NA,NA,"F2rl1"
"3466",NA,NA,"Hhat"
"3467",NA,NA,"Sf3a2"
"3468",NA,NA,"Txnrd3"
"3469",NA,NA,"Hus1"
"3470",NA,NA,"Ccdc126"
"3471",NA,NA,"Erbin"
"3472",NA,NA,"Mief2"
"3473",NA,NA,"Xpa"
"3474",NA,NA,"Mfge8"
"3475",NA,NA,"Adh1"
"3476",NA,NA,"Ifih1"
"3477",NA,NA,"Inpp5f"
"3478",NA,NA,"Arhgef4"
"3479",NA,NA,"Glipr1"
"3480",NA,NA,"Pid1"
"3481",NA,NA,"Dmac2"
"3482",NA,NA,"Dhps"
"3483",NA,NA,"Repin1"
"3484",NA,NA,"Zfp850"
"3485",NA,NA,"Sumf2"
"3486",NA,NA,"Gucy1a1"
"3487",NA,NA,"D11Wsu47e"
"3488",NA,NA,"Parp11"
"3489",NA,NA,"Exd2"
"3490",NA,NA,"Atp8b4"
"3491",NA,NA,"Pqlc3"
"3492",NA,NA,"Mettl4"
"3493",NA,NA,"Gadd45a"
"3494",NA,NA,"Mrpl27"
"3495",NA,NA,"Oxsr1"
"3496",NA,NA,"Dipk1a"
"3497",NA,NA,"Plin2"
"3498",NA,NA,"Dnaaf10"
"3499",NA,NA,"Hmox2"
"3500",NA,NA,"2700097O09Rik"
"3501",NA,NA,"Hspa1a"
"3502",NA,NA,"Mpi"
"3503",NA,NA,"Cd101"
"3504",NA,NA,"Bag3"
"3505",NA,NA,"Lypd6b"
"3506",NA,NA,"Itga7"
"3507",NA,NA,"Smo"
"3508",NA,NA,"Npm3"
"3509",NA,NA,"Acad10"
"3510",NA,NA,"Mboat4"
"3511",NA,NA,"Ascc3"
"3512",NA,NA,"Haghl"
"3513",NA,NA,"Sntb2"
"3514",NA,NA,"Tlr12"
"3515",NA,NA,"Ubtd2"
"3516",NA,NA,"Map2k6"
"3517",NA,NA,"Gsta4"
"3518",NA,NA,"Lpin1"
"3519",NA,NA,"Dpm1"
"3520",NA,NA,"Zmat3"
"3521",NA,NA,"Nemp2"
"3522",NA,NA,"Hyou1"
"3523",NA,NA,"Coq3"
"3524",NA,NA,"B9d1"
"3525",NA,NA,"Specc1l"
"3526",NA,NA,"Cdc25c"
"3527",NA,NA,"Lmo2"
"3528",NA,NA,"Apobec1"
"3529",NA,NA,"Npc1"
"3530",NA,NA,"Vegfa"
"3531",NA,NA,"Rasgrf2"
"3532",NA,NA,"Kcnmb4"
"3533",NA,NA,"Nek4"
"3534",NA,NA,"Sgo2a"
"3535",NA,NA,"Rwdd2b"
"3536",NA,NA,"Elp6"
"3537",NA,NA,"Foxo4"
"3538",NA,NA,"Snrnp25"
"3539",NA,NA,"Lrrc20"
"3540",NA,NA,"Gzmb"
"3541",NA,NA,"Castor1"
"3542",NA,NA,"Dse"
"3543",NA,NA,"Svil"
"3544",NA,NA,"Gpr141"
"3545",NA,NA,"Tmem241"
"3546",NA,NA,"Ganc"
"3547",NA,NA,"Rexo5"
"3548",NA,NA,"Polq"
"3549",NA,NA,"Jade3"
"3550",NA,NA,"Cyp27b1"
"3551",NA,NA,"Vamp4"
"3552",NA,NA,"Ctsh"
"3553",NA,NA,"Trim33"
"3554",NA,NA,"Rmnd1"
"3555",NA,NA,"Fndc3a"
"3556",NA,NA,"Mysm1"
"3557",NA,NA,"Jrk"
"3558",NA,NA,"Sema4b"
"3559",NA,NA,"Ncmap"
"3560",NA,NA,"Trmt44"
"3561",NA,NA,"Tef"
"3562",NA,NA,"Slc12a6"
"3563",NA,NA,"Ccrl2"
"3564",NA,NA,"Zfp954"
"3565",NA,NA,"Plxdc1"
"3566",NA,NA,"Msl2"
"3567",NA,NA,"Lbhd1"
"3568",NA,NA,"Ppm1f"
"3569",NA,NA,"Insyn2b"
"3570",NA,NA,"Bend5"
"3571",NA,NA,"Cd34"
"3572",NA,NA,"Tle3"
"3573",NA,NA,"Sirpb1a"
"3574",NA,NA,"Ccdc43"
"3575",NA,NA,"Brpf3"
"3576",NA,NA,"Kcnrg"
"3577",NA,NA,"Lmnb2"
"3578",NA,NA,"Zfand2b"
"3579",NA,NA,"Crebl2"
"3580",NA,NA,"Dnajb13"
"3581",NA,NA,"Ncr1"
"3582",NA,NA,"2610008E11Rik"
"3583",NA,NA,"Miga2"
"3584",NA,NA,"Acot13"
"3585",NA,NA,"Cnksr3"
"3586",NA,NA,"Smim3"
"3587",NA,NA,"Slc4a7"
"3588",NA,NA,"Wdr62"
"3589",NA,NA,"Rab5if"
"3590",NA,NA,"Anapc15"
"3591",NA,NA,"Map3k3"
"3592",NA,NA,"Pus7l"
"3593",NA,NA,"Ppp1r10"
"3594",NA,NA,"Sar1b"
"3595",NA,NA,"Fbxw4"
"3596",NA,NA,"Nmral1"
"3597",NA,NA,"Slc39a10"
"3598",NA,NA,"Mon2"
"3599",NA,NA,"Tmem199"
"3600",NA,NA,"Reep6"
"3601",NA,NA,"Fbxo45"
"3602",NA,NA,"Cdadc1"
"3603",NA,NA,"Dmpk"
"3604",NA,NA,"Rap2a"
"3605",NA,NA,"Cdc42ep3"
"3606",NA,NA,"Pilra"
"3607",NA,NA,"Tnip3"
"3608",NA,NA,"F13a1"
"3609",NA,NA,"Cit"
"3610",NA,NA,"Pdik1l"
"3611",NA,NA,"Cd200r3"
"3612",NA,NA,"Ptprm"
"3613",NA,NA,"Acaca"
"3614",NA,NA,"Dgkd"
"3615",NA,NA,"Tigar"
"3616",NA,NA,"Mroh1"
"3617",NA,NA,"Map3k14"
"3618",NA,NA,"Socs2"
"3619",NA,NA,"Cwf19l1"
"3620",NA,NA,"Isoc2b"
"3621",NA,NA,"Trim39"
"3622",NA,NA,"Baiap2"
"3623",NA,NA,"Rabl2"
"3624",NA,NA,"Nars2"
"3625",NA,NA,"Nkx1-2"
"3626",NA,NA,"Pxmp2"
"3627",NA,NA,"B3gnt5"
"3628",NA,NA,"Gprasp1"
"3629",NA,NA,"Polr3d"
"3630",NA,NA,"Hps5"
"3631",NA,NA,"Zfp579"
"3632",NA,NA,"Casp3"
"3633",NA,NA,"Lyz2"
"3634",NA,NA,"Syne1"
"3635",NA,NA,"Lpcat2"
"3636",NA,NA,"D630045J12Rik"
"3637",NA,NA,"Sox12"
"3638",NA,NA,"Sema4f"
"3639",NA,NA,"Cmtr2"
"3640",NA,NA,"Pigv"
"3641",NA,NA,"Gga1"
"3642",NA,NA,"Nipal3"
"3643",NA,NA,"Grm6"
"3644",NA,NA,"Carm1"
"3645",NA,NA,"Kiz"
"3646",NA,NA,"Mindy1"
"3647",NA,NA,"Zfp948"
"3648",NA,NA,"Rnf215"
"3649",NA,NA,"Ddhd1"
"3650",NA,NA,"Sap130"
"3651",NA,NA,"Spata7"
"3652",NA,NA,"Irgm2"
"3653",NA,NA,"Tmem268"
"3654",NA,NA,"Nipsnap2"
"3655",NA,NA,"Cd79a"
"3656",NA,NA,"Inpp4a"
"3657",NA,NA,"Ankrd49"
"3658",NA,NA,"Cd200r1"
"3659",NA,NA,"Rnf32"
"3660",NA,NA,"Pdcd1lg2"
"3661",NA,NA,"Fam210b"
"3662",NA,NA,"Cep164"
"3663",NA,NA,"0610009B22Rik"
"3664",NA,NA,"Gls2"
"3665",NA,NA,"Ppp2r3d"
"3666",NA,NA,"Rnf43"
"3667",NA,NA,"Dgcr6"
"3668",NA,NA,"Blvrb"
"3669",NA,NA,"Rhoc"
"3670",NA,NA,"Etv4"
"3671",NA,NA,"Trp53rkb"
"3672",NA,NA,"Ppme1"
"3673",NA,NA,"Trp53inp1"
"3674",NA,NA,"Hmga1b"
"3675",NA,NA,"Aamdc"
"3676",NA,NA,"Usp46"
"3677",NA,NA,"Mrpl41"
"3678",NA,NA,"Lactb2"
"3679",NA,NA,"Nutm1"
"3680",NA,NA,"Idua"
"3681",NA,NA,"Lrrc32"
"3682",NA,NA,"LTO1"
"3683",NA,NA,"Frmd4b"
"3684",NA,NA,"H2ac25"
"3685",NA,NA,"Ccr10"
