"","Har96hVsNaive_unique","NoHar96hVsNaive_unique","Har96hVsNaive_NoHar96hVsNaive_intersection"
"2109",NA,NA,"Nup43"
"2110",NA,NA,"Bptf"
"2111",NA,NA,"Plac8"
"2112",NA,NA,"2900026A02Rik"
"2113",NA,NA,"Ccdc184"
"2114",NA,NA,"Kcna3"
"2115",NA,NA,"Nlrc3"
"2116",NA,NA,"Ppargc1b"
"2117",NA,NA,"Tyrobp"
"2118",NA,NA,"Oasl2"
"2119",NA,NA,"Pdzk1ip1"
"2120",NA,NA,"Mcm8"
"2121",NA,NA,"Idnk"
"2122",NA,NA,"Cox5a"
"2123",NA,NA,"Eda2r"
"2124",NA,NA,"Trim33"
"2125",NA,NA,"Tor1aip1"
"2126",NA,NA,"Meis3"
"2127",NA,NA,"Arl5a"
"2128",NA,NA,"Magee1"
"2129",NA,NA,"Nup205"
"2130",NA,NA,"Pi4k2b"
"2131",NA,NA,"Ccdc74a"
"2132",NA,NA,"Prdm2"
"2133",NA,NA,"Pwwp2a"
"2134",NA,NA,"Apbb1"
"2135",NA,NA,"Fry"
"2136",NA,NA,"Hmox1"
"2137",NA,NA,"Pou6f1"
"2138",NA,NA,"Rtn4rl1"
"2139",NA,NA,"Sh3pxd2a"
"2140",NA,NA,"Abcb1a"
"2141",NA,NA,"Pacsin3"
"2142",NA,NA,"Lratd1"
"2143",NA,NA,"1500009L16Rik"
"2144",NA,NA,"Mterf3"
"2145",NA,NA,"Slc44a5"
"2146",NA,NA,"Ninl"
"2147",NA,NA,"Eci2"
"2148",NA,NA,"Cyp4f18"
"2149",NA,NA,"Dars2"
"2150",NA,NA,"Rorc"
"2151",NA,NA,"Txnl1"
"2152",NA,NA,"Bbs5"
"2153",NA,NA,"Parp4"
"2154",NA,NA,"Pde7a"
"2155",NA,NA,"Chka"
"2156",NA,NA,"Tiam1"
"2157",NA,NA,"Brca2"
"2158",NA,NA,"Extl1"
"2159",NA,NA,"Sema6b"
"2160",NA,NA,"Pink1"
"2161",NA,NA,"Ncoa2"
"2162",NA,NA,"Cers6"
"2163",NA,NA,"Syne3"
"2164",NA,NA,"Lrch1"
"2165",NA,NA,"Hba-a2"
"2166",NA,NA,"Zfp958"
"2167",NA,NA,"Diaph3"
"2168",NA,NA,"Spin4"
"2169",NA,NA,"Dntt"
"2170",NA,NA,"Abhd14a"
"2171",NA,NA,"Setd1b"
"2172",NA,NA,"Slc37a1"
"2173",NA,NA,"Smpd5"
"2174",NA,NA,"Hic1"
"2175",NA,NA,"Wdr77"
"2176",NA,NA,"Trbv13-1"
"2177",NA,NA,"Lhx6"
"2178",NA,NA,"Faap24"
"2179",NA,NA,"Tmem245"
"2180",NA,NA,"Dido1"
"2181",NA,NA,"Thyn1"
"2182",NA,NA,"Praf2"
"2183",NA,NA,"Mapk8ip3"
"2184",NA,NA,"Sac3d1"
"2185",NA,NA,"Baiap2"
"2186",NA,NA,"Adck2"
"2187",NA,NA,"Bambi"
"2188",NA,NA,"2610318N02Rik"
"2189",NA,NA,"Zfp945"
"2190",NA,NA,"Klhl21"
"2191",NA,NA,"Znhit1"
"2192",NA,NA,"L3mbtl3"
"2193",NA,NA,"Polr2f"
"2194",NA,NA,"Nfam1"
"2195",NA,NA,"Cby1"
"2196",NA,NA,"Pglyrp1"
"2197",NA,NA,"Dapp1"
"2198",NA,NA,"Zfp821"
"2199",NA,NA,"Ccn1"
"2200",NA,NA,"Iglv1"
"2201",NA,NA,"Kif5a"
"2202",NA,NA,"Tdrkh"
"2203",NA,NA,"Dnah8"
"2204",NA,NA,"Fasn"
"2205",NA,NA,"Cdk12"
"2206",NA,NA,"Senp7"
"2207",NA,NA,"Gemin6"
"2208",NA,NA,"Gigyf1"
"2209",NA,NA,"Cpd"
"2210",NA,NA,"Sytl2"
"2211",NA,NA,"Tmem132a"
"2212",NA,NA,"Pgpep1"
"2213",NA,NA,"Snrnp35"
"2214",NA,NA,"Pld4"
"2215",NA,NA,"Ndufb1"
"2216",NA,NA,"Dhdds"
"2217",NA,NA,"Optn"
"2218",NA,NA,"Lamp2"
"2219",NA,NA,"Paqr4"
"2220",NA,NA,"Hint1"
"2221",NA,NA,"Tmem41b"
"2222",NA,NA,"Setd4"
"2223",NA,NA,"Phf21a"
"2224",NA,NA,"Lman1"
"2225",NA,NA,"C1s1"
"2226",NA,NA,"E4f1"
"2227",NA,NA,"Rasl11b"
"2228",NA,NA,"Sgk3"
"2229",NA,NA,"Spin1"
"2230",NA,NA,"Idua"
"2231",NA,NA,"Lamb3"
"2232",NA,NA,"Kcna2"
"2233",NA,NA,"Unc5a"
"2234",NA,NA,"Sp4"
"2235",NA,NA,"Cenpc1"
"2236",NA,NA,"Ankrd33b"
"2237",NA,NA,"Plbd2"
"2238",NA,NA,"Insr"
"2239",NA,NA,"Parp11"
"2240",NA,NA,"Arl5b"
"2241",NA,NA,"Flna"
"2242",NA,NA,"Klf4"
"2243",NA,NA,"Tmem138"
"2244",NA,NA,"Nup155"
"2245",NA,NA,"Zfp287"
"2246",NA,NA,"Usp53"
"2247",NA,NA,"Fut7"
"2248",NA,NA,"Pan3"
"2249",NA,NA,"Yif1b"
"2250",NA,NA,"Rtraf"
"2251",NA,NA,"9930021J03Rik"
"2252",NA,NA,"Mafb"
"2253",NA,NA,"Prkx"
"2254",NA,NA,"Itpr3"
"2255",NA,NA,"Tmem237"
"2256",NA,NA,"Cox6b2"
"2257",NA,NA,"Idi1"
"2258",NA,NA,"Rab26"
"2259",NA,NA,"Dap"
"2260",NA,NA,"Perp"
"2261",NA,NA,"Madd"
"2262",NA,NA,"Lgals7"
"2263",NA,NA,"Nr1d2"
"2264",NA,NA,"Slc11a1"
"2265",NA,NA,"Nod1"
"2266",NA,NA,"Trp53inp2"
"2267",NA,NA,"Tmem87b"
"2268",NA,NA,"Cd68"
"2269",NA,NA,"Clcn3"
"2270",NA,NA,"Adgrg3"
"2271",NA,NA,"Gprasp1"
"2272",NA,NA,"Kctd14"
"2273",NA,NA,"Naxd"
"2274",NA,NA,"Cyp27a1"
"2275",NA,NA,"Armcx6"
"2276",NA,NA,"Bbs9"
"2277",NA,NA,"Nudt2"
"2278",NA,NA,"Rai14"
"2279",NA,NA,"H2bc14"
"2280",NA,NA,"Hspa1a"
"2281",NA,NA,"Il12rb2"
"2282",NA,NA,"Manf"
"2283",NA,NA,"Kcnh3"
"2284",NA,NA,"Mid1ip1"
"2285",NA,NA,"Tmem121b"
"2286",NA,NA,"Ccdc40"
"2287",NA,NA,"Zfp746"
"2288",NA,NA,"Lrp6"
"2289",NA,NA,"Ilvbl"
"2290",NA,NA,"Camk1d"
"2291",NA,NA,"Nin"
"2292",NA,NA,"Pkn3"
"2293",NA,NA,"Cd2ap"
"2294",NA,NA,"Lcor"
"2295",NA,NA,"Snx9"
"2296",NA,NA,"Mrc1"
"2297",NA,NA,"Dgat1"
"2298",NA,NA,"Gfra2"
"2299",NA,NA,"Prkd3"
"2300",NA,NA,"Med22"
"2301",NA,NA,"Mrpl50"
"2302",NA,NA,"Orai3"
"2303",NA,NA,"Cybb"
"2304",NA,NA,"Adam19"
"2305",NA,NA,"Cnep1r1"
"2306",NA,NA,"Foxk1"
"2307",NA,NA,"Kif14"
"2308",NA,NA,"Pdss1"
"2309",NA,NA,"Lgmn"
"2310",NA,NA,"Rnf217"
"2311",NA,NA,"Mga"
"2312",NA,NA,"Cyb561d1"
"2313",NA,NA,"Clip3"
"2314",NA,NA,"Rnaset2b"
"2315",NA,NA,"Wdr62"
"2316",NA,NA,"Psmg3"
"2317",NA,NA,"Angptl4"
"2318",NA,NA,"Lrrc41"
"2319",NA,NA,"Retsat"
"2320",NA,NA,"Myl9"
"2321",NA,NA,"Sbf1"
"2322",NA,NA,"Pdik1l"
"2323",NA,NA,"Zranb3"
"2324",NA,NA,"Hspa4l"
"2325",NA,NA,"Cmpk2"
"2326",NA,NA,"Xpnpep2"
"2327",NA,NA,"Brd2"
"2328",NA,NA,"Tbc1d7"
"2329",NA,NA,"Arl6"
"2330",NA,NA,"Trbv3"
"2331",NA,NA,"Vps13d"
"2332",NA,NA,"Cenpb"
"2333",NA,NA,"Cyp4f13"
"2334",NA,NA,"Ate1"
"2335",NA,NA,"Nme7"
"2336",NA,NA,"Rbfox2"
"2337",NA,NA,"Spon1"
"2338",NA,NA,"Rarg"
"2339",NA,NA,"Hba-a1"
"2340",NA,NA,"Gmds"
"2341",NA,NA,"Eif1ax"
"2342",NA,NA,"Arhgef25"
"2343",NA,NA,"Alpk2"
"2344",NA,NA,"Gnb5"
"2345",NA,NA,"Serpini1"
"2346",NA,NA,"Ankhd1"
"2347",NA,NA,"Ndufs5"
"2348",NA,NA,"Fgd3"
"2349",NA,NA,"Arhgap6"
"2350",NA,NA,"Cdh17"
"2351",NA,NA,"Pigz"
"2352",NA,NA,"Slc30a4"
"2353",NA,NA,"Gsta4"
"2354",NA,NA,"Il17f"
"2355",NA,NA,"Fam229b"
"2356",NA,NA,"Atp7b"
"2357",NA,NA,"Chrm4"
"2358",NA,NA,"Bbs12"
"2359",NA,NA,"Fut8"
"2360",NA,NA,"Asb13"
"2361",NA,NA,"Gabarapl1"
"2362",NA,NA,"Ramp3"
"2363",NA,NA,"Klhl3"
"2364",NA,NA,"Macir"
"2365",NA,NA,"Rnf39"
"2366",NA,NA,"Zfp54"
"2367",NA,NA,"Ifi207"
"2368",NA,NA,"Map3k14"
"2369",NA,NA,"Ccl6"
"2370",NA,NA,"Lrig2"
"2371",NA,NA,"Cpped1"
"2372",NA,NA,"Asxl2"
"2373",NA,NA,"Gkap1"
"2374",NA,NA,"Spen"
"2375",NA,NA,"Lrrc49"
"2376",NA,NA,"Ufl1"
"2377",NA,NA,"Mast3"
"2378",NA,NA,"Suox"
"2379",NA,NA,"Il1r2"
"2380",NA,NA,"Lxn"
"2381",NA,NA,"Wdr20"
"2382",NA,NA,"Anln"
"2383",NA,NA,"Dse"
"2384",NA,NA,"Tet2"
"2385",NA,NA,"Map3k2"
"2386",NA,NA,"Parp14"
"2387",NA,NA,"Epas1"
"2388",NA,NA,"Nbeal2"
"2389",NA,NA,"Pgbd1"
"2390",NA,NA,"Usp34"
"2391",NA,NA,"Slc22a2"
"2392",NA,NA,"Slc35f5"
"2393",NA,NA,"Nme4"
"2394",NA,NA,"Smo"
"2395",NA,NA,"Cdc42ep3"
"2396",NA,NA,"Fbxo44"
"2397",NA,NA,"Vcpip1"
"2398",NA,NA,"Osbpl2"
"2399",NA,NA,"Septin8"
"2400",NA,NA,"Acyp1"
"2401",NA,NA,"Rnf113a2"
"2402",NA,NA,"S100a1"
"2403",NA,NA,"Map3k8"
"2404",NA,NA,"Car1"
"2405",NA,NA,"Nlk"
"2406",NA,NA,"Impact"
"2407",NA,NA,"Herc4"
"2408",NA,NA,"Rabl2"
"2409",NA,NA,"Ccdc18"
"2410",NA,NA,"Arl3"
"2411",NA,NA,"Srebf1"
"2412",NA,NA,"Iglc1"
"2413",NA,NA,"Ier5l"
"2414",NA,NA,"Herc3"
"2415",NA,NA,"Abcg3"
"2416",NA,NA,"Katnb1"
"2417",NA,NA,"Mrps11"
"2418",NA,NA,"Bag2"
"2419",NA,NA,"Clec4a1"
"2420",NA,NA,"Hp"
"2421",NA,NA,"Specc1l"
"2422",NA,NA,"Gm6169"
"2423",NA,NA,"AW209491"
"2424",NA,NA,"Tasor"
"2425",NA,NA,"Cnpy2"
"2426",NA,NA,"1700056E22Rik"
"2427",NA,NA,"Plppr3"
"2428",NA,NA,"Dzip1"
"2429",NA,NA,"Tomm5"
"2430",NA,NA,"Ncor2"
"2431",NA,NA,"Nt5dc1"
"2432",NA,NA,"Zfp239"
"2433",NA,NA,"Cracr2a"
"2434",NA,NA,"Sgsm3"
"2435",NA,NA,"Npsr1"
"2436",NA,NA,"Mrps36"
"2437",NA,NA,"Ccdc186"
"2438",NA,NA,"Swap70"
"2439",NA,NA,"Cd320"
"2440",NA,NA,"Dhrs13"
"2441",NA,NA,"Rtf1"
"2442",NA,NA,"Zfp608"
"2443",NA,NA,"Nkiras2"
"2444",NA,NA,"Pcyox1l"
"2445",NA,NA,"Fbxw17"
"2446",NA,NA,"Fut4"
"2447",NA,NA,"Svip"
"2448",NA,NA,"Nav2"
"2449",NA,NA,"Mrps22"
"2450",NA,NA,"Timm8b"
"2451",NA,NA,"Tnk2"
"2452",NA,NA,"Tmem159"
"2453",NA,NA,"Cenpv"
"2454",NA,NA,"Rev3l"
"2455",NA,NA,"Pfas"
"2456",NA,NA,"Shfl"
"2457",NA,NA,"Ido1"
"2458",NA,NA,"Mark2"
"2459",NA,NA,"Abcd2"
"2460",NA,NA,"Chsy1"
"2461",NA,NA,"Rnf111"
"2462",NA,NA,"Ubqln2"
"2463",NA,NA,"Dpm1"
"2464",NA,NA,"Ube2e2"
"2465",NA,NA,"Slc22a15"
"2466",NA,NA,"Agps"
"2467",NA,NA,"Ppbp"
"2468",NA,NA,"Cnr2"
"2469",NA,NA,"Nceh1"
"2470",NA,NA,"Skp2"
"2471",NA,NA,"Mgat5"
"2472",NA,NA,"Lpar6"
"2473",NA,NA,"Nufip2"
"2474",NA,NA,"Dgkz"
"2475",NA,NA,"Setdb2"
"2476",NA,NA,"Tnfrsf14"
"2477",NA,NA,"Katnal2"
"2478",NA,NA,"Ppp1r9b"
"2479",NA,NA,"Ldlrad4"
"2480",NA,NA,"Tpst1"
"2481",NA,NA,"4932438H23Rik"
"2482",NA,NA,"Cmtm4"
"2483",NA,NA,"Clybl"
"2484",NA,NA,"Opn3"
"2485",NA,NA,"Ndufc2"
"2486",NA,NA,"Ngp"
"2487",NA,NA,"H2ac25"
"2488",NA,NA,"Zfp820"
"2489",NA,NA,"Gas8"
"2490",NA,NA,"Cacnb1"
"2491",NA,NA,"Dnmbp"
"2492",NA,NA,"Cd14"
"2493",NA,NA,"Samd3"
"2494",NA,NA,"Tug1"
"2495",NA,NA,"Pxylp1"
"2496",NA,NA,"Ptpn12"
"2497",NA,NA,"Fancf"
"2498",NA,NA,"Pmel"
"2499",NA,NA,"Uvssa"
"2500",NA,NA,"Klra4"
"2501",NA,NA,"mt-Nd6"
"2502",NA,NA,"Rnft1"
"2503",NA,NA,"Eya2"
"2504",NA,NA,"Zfp654"
"2505",NA,NA,"Sar1b"
"2506",NA,NA,"Prxl2a"
"2507",NA,NA,"Ercc6"
"2508",NA,NA,"Cxxc5"
"2509",NA,NA,"Snupn"
"2510",NA,NA,"Gclc"
"2511",NA,NA,"Ly6d"
"2512",NA,NA,"Rad51b"
"2513",NA,NA,"Armcx4"
"2514",NA,NA,"Ccdc127"
"2515",NA,NA,"0610009B22Rik"
"2516",NA,NA,"Cfap54"
"2517",NA,NA,"Chek2"
"2518",NA,NA,"Nckap1"
"2519",NA,NA,"Fam193a"
"2520",NA,NA,"Apc"
"2521",NA,NA,"Cd302"
"2522",NA,NA,"Soat1"
"2523",NA,NA,"Prkce"
"2524",NA,NA,"Arl15"
"2525",NA,NA,"Coprs"
"2526",NA,NA,"Kynu"
"2527",NA,NA,"Map3k1"
"2528",NA,NA,"Trim37"
"2529",NA,NA,"Sipa1l2"
"2530",NA,NA,"Nacc2"
"2531",NA,NA,"Gbp10"
"2532",NA,NA,"Ccl20"
"2533",NA,NA,"Atg2a"
"2534",NA,NA,"Rnf44"
"2535",NA,NA,"Rab34"
"2536",NA,NA,"Cd34"
"2537",NA,NA,"Ralb"
"2538",NA,NA,"Ppp1r16b"
"2539",NA,NA,"Rsph9"
"2540",NA,NA,"Hsh2d"
"2541",NA,NA,"Tnp2"
"2542",NA,NA,"Ring1"
"2543",NA,NA,"Lmo2"
"2544",NA,NA,"Gzma"
"2545",NA,NA,"Stard13"
"2546",NA,NA,"Sec16a"
"2547",NA,NA,"Zmym5"
"2548",NA,NA,"Elf4"
"2549",NA,NA,"Mib2"
"2550",NA,NA,"Ampd3"
"2551",NA,NA,"Brpf3"
"2552",NA,NA,"Rnf180"
"2553",NA,NA,"Frat1"
"2554",NA,NA,"Dennd6b"
"2555",NA,NA,"Slc18a2"
"2556",NA,NA,"Dock11"
"2557",NA,NA,"Cibar1"
"2558",NA,NA,"Aars"
"2559",NA,NA,"Ankrd37"
"2560",NA,NA,"Abi2"
"2561",NA,NA,"Atp6v1g2"
"2562",NA,NA,"Rc3h2"
"2563",NA,NA,"Cox7a1"
"2564",NA,NA,"Ppp1r3g"
"2565",NA,NA,"Dync2li1"
"2566",NA,NA,"3110082I17Rik"
"2567",NA,NA,"Slc9b2"
"2568",NA,NA,"Plekhf1"
"2569",NA,NA,"Gen1"
"2570",NA,NA,"Kcnrg"
"2571",NA,NA,"Cdh24"
"2572",NA,NA,"Sirpb1a"
"2573",NA,NA,"Gata2"
"2574",NA,NA,"Eaf2"
"2575",NA,NA,"Slc41a3"
"2576",NA,NA,"Zfp473"
"2577",NA,NA,"Nectin3"
"2578",NA,NA,"Pygl"
"2579",NA,NA,"Acly"
"2580",NA,NA,"Gdpd5"
"2581",NA,NA,"Zfp12"
"2582",NA,NA,"Hap1"
"2583",NA,NA,"S100a3"
"2584",NA,NA,"Wasl"
"2585",NA,NA,"Ptprm"
"2586",NA,NA,"Tspan15"
"2587",NA,NA,"Ica1"
"2588",NA,NA,"Mzt2"
"2589",NA,NA,"Poglut2"
"2590",NA,NA,"Idh1"
"2591",NA,NA,"Mettl6"
"2592",NA,NA,"F3"
"2593",NA,NA,"Slc30a1"
"2594",NA,NA,"Mtbp"
"2595",NA,NA,"Klc3"
"2596",NA,NA,"Epop"
"2597",NA,NA,"Hdac4"
"2598",NA,NA,"Klrb1c"
"2599",NA,NA,"Afp"
"2600",NA,NA,"Tmbim1"
"2601",NA,NA,"Ndrg4"
"2602",NA,NA,"Cyp20a1"
"2603",NA,NA,"Chd9"
"2604",NA,NA,"Ccdc126"
"2605",NA,NA,"Mlkl"
"2606",NA,NA,"Spp1"
"2607",NA,NA,"Irak1bp1"
"2608",NA,NA,"D630045J12Rik"
"2609",NA,NA,"Osbpl3"
"2610",NA,NA,"Septin10"
"2611",NA,NA,"Dcp1b"
"2612",NA,NA,"M1ap"
"2613",NA,NA,"Map3k10"
"2614",NA,NA,"Ggt1"
"2615",NA,NA,"Actn2"
"2616",NA,NA,"Zscan12"
"2617",NA,NA,"Rapgef2"
"2618",NA,NA,"Grm6"
"2619",NA,NA,"Hax1"
"2620",NA,NA,"Pcbp4"
"2621",NA,NA,"Xylb"
"2622",NA,NA,"2310033P09Rik"
"2623",NA,NA,"Ubtd1"
"2624",NA,NA,"Trim21"
"2625",NA,NA,"Reep3"
"2626",NA,NA,"Exo5"
"2627",NA,NA,"Sbk1"
"2628",NA,NA,"B3galt6"
"2629",NA,NA,"Obsl1"
"2630",NA,NA,"Gm20696"
"2631",NA,NA,"Mmachc"
"2632",NA,NA,"Atm"
"2633",NA,NA,"Pcmtd1"
"2634",NA,NA,"Fgd1"
"2635",NA,NA,"Tlcd2"
"2636",NA,NA,"Lemd3"
"2637",NA,NA,"Tmx4"
"2638",NA,NA,"Aga"
"2639",NA,NA,"Dusp14"
"2640",NA,NA,"Srxn1"
"2641",NA,NA,"F8a"
"2642",NA,NA,"Wdr35"
"2643",NA,NA,"Ighm"
"2644",NA,NA,"Cgrrf1"
"2645",NA,NA,"Smad1"
"2646",NA,NA,"Zfp296"
"2647",NA,NA,"Klra9"
"2648",NA,NA,"Chm"
"2649",NA,NA,"Steap4"
"2650",NA,NA,"Sirt1"
"2651",NA,NA,"Ighv5-17"
"2652",NA,NA,"Gpr68"
"2653",NA,NA,"Csta2"
"2654",NA,NA,"Hook1"
"2655",NA,NA,"Taok1"
"2656",NA,NA,"Timp1"
"2657",NA,NA,"Bag3"
"2658",NA,NA,"Chchd4"
"2659",NA,NA,"Fhl2"
"2660",NA,NA,"Ccdc171"
"2661",NA,NA,"Adgra3"
"2662",NA,NA,"Bicral"
"2663",NA,NA,"Vars"
"2664",NA,NA,"Mon2"
"2665",NA,NA,"Antxr2"
"2666",NA,NA,"Afdn"
"2667",NA,NA,"Trbv17"
"2668",NA,NA,"Bola1"
"2669",NA,NA,"Golm1"
"2670",NA,NA,"Dtnb"
"2671",NA,NA,"E2f3"
"2672",NA,NA,"Adck1"
"2673",NA,NA,"Efcab11"
"2674",NA,NA,"Gls2"
"2675",NA,NA,"Spi1"
"2676",NA,NA,"Itgae"
"2677",NA,NA,"Ogfod3"
"2678",NA,NA,"Hs3st3b1"
"2679",NA,NA,"Adgrl1"
"2680",NA,NA,"Galk2"
"2681",NA,NA,"Alcam"
"2682",NA,NA,"Rcbtb2"
"2683",NA,NA,"Zfp420"
"2684",NA,NA,"Rhoq"
"2685",NA,NA,"Plpp2"
"2686",NA,NA,"Rnd2"
"2687",NA,NA,"Lrfn4"
"2688",NA,NA,"Dna2"
"2689",NA,NA,"Dnaaf10"
"2690",NA,NA,"Cxcr4"
"2691",NA,NA,"Zswim8"
"2692",NA,NA,"Slc2a8"
"2693",NA,NA,"Cxcl3"
"2694",NA,NA,"Ankrd39"
"2695",NA,NA,"Qprt"
"2696",NA,NA,"Mcub"
"2697",NA,NA,"Nipal1"
"2698",NA,NA,"Capn1"
"2699",NA,NA,"Vamp1"
"2700",NA,NA,"Hilpda"
"2701",NA,NA,"Rnase6"
"2702",NA,NA,"Emp1"
"2703",NA,NA,"Exd2"
"2704",NA,NA,"AW554918"
"2705",NA,NA,"G2e3"
"2706",NA,NA,"Cst6"
"2707",NA,NA,"Lage3"
"2708",NA,NA,"Ighv1-81"
"2709",NA,NA,"Emc9"
"2710",NA,NA,"Nrtn"
"2711",NA,NA,"Vstm5"
"2712",NA,NA,"Ctsf"
"2713",NA,NA,"Ski"
"2714",NA,NA,"Ikzf2"
"2715",NA,NA,"B9d1"
"2716",NA,NA,"Dscc1"
"2717",NA,NA,"Nmrk1"
"2718",NA,NA,"Myo9a"
"2719",NA,NA,"Sinhcaf"
"2720",NA,NA,"Selenbp1"
"2721",NA,NA,"Btbd11"
"2722",NA,NA,"Pygm"
"2723",NA,NA,"Mt3"
"2724",NA,NA,"Rnf122"
"2725",NA,NA,"Sirt6"
"2726",NA,NA,"Tjp2"
"2727",NA,NA,"Hlcs"
"2728",NA,NA,"Aco1"
"2729",NA,NA,"Jchain"
"2730",NA,NA,"Ank"
"2731",NA,NA,"Tnrc18"
"2732",NA,NA,"Tspan17"
"2733",NA,NA,"Prelid3a"
"2734",NA,NA,"Ankrd55"
"2735",NA,NA,"Sp2"
"2736",NA,NA,"Nenf"
"2737",NA,NA,"Slc14a1"
"2738",NA,NA,"Tle6"
"2739",NA,NA,"Cpa3"
"2740",NA,NA,"Zcchc2"
"2741",NA,NA,"Mapk8"
"2742",NA,NA,"Ighv6-3"
"2743",NA,NA,"Lsr"
"2744",NA,NA,"Zfp711"
"2745",NA,NA,"Klrc2"
"2746",NA,NA,"Plxnb2"
"2747",NA,NA,"Gadd45a"
"2748",NA,NA,"Igkv1-117"
"2749",NA,NA,"Flywch2"
"2750",NA,NA,"Csgalnact1"
"2751",NA,NA,"Palm3"
"2752",NA,NA,"C1rl"
"2753",NA,NA,"Picalm"
"2754",NA,NA,"Prkag2"
"2755",NA,NA,"Igkv5-43"
"2756",NA,NA,"Frs2"
"2757",NA,NA,"Mrpl1"
"2758",NA,NA,"Chil3"
"2759",NA,NA,"Rmnd1"
"2760",NA,NA,"Ttc38"
"2761",NA,NA,"Mpp2"
"2762",NA,NA,"Kank3"
"2763",NA,NA,"Ccdc125"
"2764",NA,NA,"Atg9b"
"2765",NA,NA,"Zfpm1"
"2766",NA,NA,"Mtmr12"
"2767",NA,NA,"Ctdspl"
"2768",NA,NA,"Ctnnbip1"
"2769",NA,NA,"Cd200r1"
"2770",NA,NA,"Lrrc1"
"2771",NA,NA,"Ing5"
"2772",NA,NA,"Phf12"
"2773",NA,NA,"Mob3b"
"2774",NA,NA,"Hspa12a"
"2775",NA,NA,"Arhgef4"
"2776",NA,NA,"Podnl1"
"2777",NA,NA,"Arhgap5"
"2778",NA,NA,"Pgf"
"2779",NA,NA,"Chchd5"
"2780",NA,NA,"Rfxank"
"2781",NA,NA,"Spidr"
"2782",NA,NA,"Rpp38"
"2783",NA,NA,"Ppp2r3d"
"2784",NA,NA,"2410004B18Rik"
"2785",NA,NA,"Syngr4"
"2786",NA,NA,"Il4"
"2787",NA,NA,"Slc22a5"
"2788",NA,NA,"Tpgs2"
"2789",NA,NA,"Galnt3"
"2790",NA,NA,"Ddhd1"
"2791",NA,NA,"Ccr6"
"2792",NA,NA,"Rnf43"
"2793",NA,NA,"Bcl7c"
"2794",NA,NA,"Tbl2"
"2795",NA,NA,"Ncf1"
"2796",NA,NA,"Ubd"
"2797",NA,NA,"Leng9"
"2798",NA,NA,"Pde6d"
"2799",NA,NA,"Bik"
"2800",NA,NA,"Nckap5l"
"2801",NA,NA,"Pira12"
"2802",NA,NA,"Prkdc"
"2803",NA,NA,"H2-Aa"
"2804",NA,NA,"Zfp41"
"2805",NA,NA,"Trbv20"
"2806",NA,NA,"Dhdh"
"2807",NA,NA,"Prss16"
"2808",NA,NA,"Calhm6"
"2809",NA,NA,"Stbd1"
"2810",NA,NA,"Cplane1"
"2811",NA,NA,"Sncg"
"2812",NA,NA,"Tlcd3a"
"2813",NA,NA,"1700001O22Rik"
"2814",NA,NA,"9530077C05Rik"
"2815",NA,NA,"Mapk13"
"2816",NA,NA,"Armc3"
"2817",NA,NA,"Trbv12-1"
"2818",NA,NA,"Coq4"
"2819",NA,NA,"Vdr"
"2820",NA,NA,"Crat"
"2821",NA,NA,"Hbb-bt"
"2822",NA,NA,"Synrg"
"2823",NA,NA,"Zfp111"
"2824",NA,NA,"Fntb"
"2825",NA,NA,"Lilrb4b"
"2826",NA,NA,"Slc39a4"
"2827",NA,NA,"Ago3"
"2828",NA,NA,"Phf19"
"2829",NA,NA,"Ighd"
"2830",NA,NA,"Zfp653"
"2831",NA,NA,"Ighv1-55"
"2832",NA,NA,"Zfp956"
"2833",NA,NA,"Sass6"
"2834",NA,NA,"Hcn2"
"2835",NA,NA,"Tcf20"
"2836",NA,NA,"Mrps25"
"2837",NA,NA,"Bank1"
"2838",NA,NA,"Dusp19"
"2839",NA,NA,"Atp2a2"
"2840",NA,NA,"Stk24"
"2841",NA,NA,"Sec61g"
"2842",NA,NA,"Mks1"
"2843",NA,NA,"Stxbp1"
"2844",NA,NA,"Mpi"
"2845",NA,NA,"Ccpg1"
"2846",NA,NA,"Fbxl22"
"2847",NA,NA,"Tsc22d1"
"2848",NA,NA,"Gns"
"2849",NA,NA,"Cd79a"
"2850",NA,NA,"C2cd3"
"2851",NA,NA,"Retreg3"
"2852",NA,NA,"Osgin2"
"2853",NA,NA,"Ptpmt1"
"2854",NA,NA,"Apobec1"
"2855",NA,NA,"Prtn3"
"2856",NA,NA,"Pglyrp2"
"2857",NA,NA,"Zyg11b"
"2858",NA,NA,"Il23a"
"2859",NA,NA,"Lbh"
"2860",NA,NA,"Marchf8"
"2861",NA,NA,"Dpysl3"
"2862",NA,NA,"Mllt6"
"2863",NA,NA,"Cyp2d22"
"2864",NA,NA,"Ccr8"
"2865",NA,NA,"H2ac4"
"2866",NA,NA,"Armcx1"
"2867",NA,NA,"Igkv16-104"
"2868",NA,NA,"Spice1"
"2869",NA,NA,"Atp2b4"
"2870",NA,NA,"Cenpu"
"2871",NA,NA,"Celsr1"
"2872",NA,NA,"Adh1"
"2873",NA,NA,"Msantd4"
"2874",NA,NA,"H2-Eb1"
"2875",NA,NA,"Kpna4"
"2876",NA,NA,"Zfp871"
"2877",NA,NA,"Bad"
"2878",NA,NA,"Gpbp1l1"
"2879",NA,NA,"Zfyve28"
"2880",NA,NA,"Alox5ap"
"2881",NA,NA,"Cep95"
